"edad","reclamaciones","cobertura","salud","credito","cambio_aseguradora","actividad","conduccion","ubicacion","dependientes","ingreso","experiencia","pagos_puntuales","pagos_primas","clase1","clase2"
30,3,1,3,669,0,3,2,1,3,38856,35,41.59,4250.33,2,1
41,2,1,2,463,0,2,0,2,5,46066,37,12.16,8782.52,2,1
66,0,2,3,621,1,2,0,3,1,31393,23,31.11,2334.53,3,2
80,2,2,1,761,2,1,1,1,0,35391,0,44,3170.77,3,1
20,1,1,2,609,2,3,1,1,2,21818,32,46.94,4330.73,3,1
35,2,1,3,717,1,1,0,3,5,50325,27,15.56,10979.8,1,3
19,0,3,3,857,0,4,1,3,0,12652,4,29.39,13838.92,2,3
54,3,1,3,753,1,3,0,3,0,23883,24,50.18,3384.78,2,3
80,0,3,2,714,0,1,0,1,1,62603,20,45.61,18711.65,2,1
29,2,1,3,728,2,2,0,3,0,54233,7,33.95,17061.58,3,2
74,0,3,2,513,2,4,2,3,2,45360,7,0.05,8.48,2,3
30,0,2,1,558,2,3,2,2,0,31054,10,39.35,12719.31,3,1
59,2,1,3,854,0,2,0,2,1,51841,6,45.16,923.34,1,2
78,3,2,2,597,1,4,1,3,3,44294,35,35.81,6311.28,2,3
23,0,3,1,764,0,2,2,1,0,62578,9,47.78,10338.16,2,3
59,0,3,3,699,1,3,0,3,4,29310,25,64.31,3725.53,1,1
59,2,1,2,520,2,2,0,3,0,52290,39,47.87,8194.06,1,3
55,3,3,1,723,2,1,2,2,5,27428,25,72.86,12662.18,3,1
77,1,1,2,598,0,2,1,3,4,24520,35,19.83,4009.42,1,3
65,3,3,2,605,1,4,1,1,0,32352,18,28.95,15437.25,2,1
33,3,2,3,594,0,3,2,1,4,54713,33,91.5,16688.19,2,1
52,2,1,3,751,0,3,2,1,4,43545,37,15.21,8256.68,2,1
53,1,2,3,726,0,2,2,3,2,25187,9,38.95,13234.94,2,3
44,0,1,3,702,0,1,0,2,1,24462,11,10.88,2113.97,2,3
44,3,1,1,720,2,3,2,1,5,52174,4,66.85,8437.56,2,1
52,3,3,1,463,0,4,0,2,2,19386,31,46.08,14233.03,2,3
78,3,3,2,646,2,4,0,3,3,20514,39,95.88,10594.16,3,3
40,3,2,1,592,0,2,0,1,4,28239,23,65.49,4521,2,1
20,1,1,2,573,2,3,2,1,0,29370,19,51.53,17846.25,2,1
48,3,3,2,567,2,4,1,1,3,51744,32,67.17,8156.49,3,1
65,1,3,3,611,0,2,1,3,2,34298,27,66.29,13508.66,2,3
19,0,1,3,569,2,4,0,2,4,42318,3,78.22,6517.56,3,1
64,0,1,1,545,1,4,0,2,0,16804,28,70.62,4058.66,2,1
40,0,1,3,500,2,4,0,2,5,39039,35,63.46,16047.18,3,2
20,3,1,1,838,0,2,2,2,2,46207,22,70.66,19691.02,1,2
26,2,2,3,697,2,1,2,3,2,33987,4,35.05,17022.82,1,2
78,0,2,3,660,2,3,2,3,5,74112,1,22.78,12232.24,3,1
56,2,3,2,789,2,2,2,2,5,57892,5,76.67,14931.21,2,1
47,0,2,3,548,0,3,2,2,2,20286,6,66.1,16505.18,2,2
48,3,2,3,653,1,3,2,2,0,43954,27,31.07,11071.1,3,1
47,1,3,2,749,2,1,1,3,3,68264,26,69.5,1161.81,2,1
26,0,1,2,605,2,4,0,2,2,48467,26,97.02,2230.92,3,1
53,2,2,1,521,1,3,0,2,4,46205,7,62.62,485.39,3,3
51,2,2,2,592,0,1,0,2,1,44313,4,66.23,4692.73,2,1
39,3,2,1,576,2,1,2,3,5,24057,0,58.46,12236.11,3,3
75,3,3,3,696,1,2,2,1,1,27674,1,12.63,13153.84,3,1
61,1,3,1,739,2,1,2,1,3,44683,14,89.75,19743.91,3,1
58,1,1,3,652,2,4,1,2,1,49219,39,42.95,18993.54,3,1
45,1,1,3,613,0,3,0,1,4,13661,1,43.48,18437.02,3,2
46,1,1,1,424,2,3,2,1,3,22031,22,89.38,6198.87,2,1
78,2,3,3,626,0,4,0,2,2,64734,21,26.99,8252.05,2,3
60,3,2,3,718,0,3,0,2,1,40783,23,12.51,19279.93,1,2
56,2,1,3,554,0,3,2,3,0,9208,29,80.68,1040.4,2,3
62,3,1,1,676,2,2,2,3,5,37563,8,74.88,17493.84,1,2
54,2,2,3,672,2,3,2,2,2,55831,27,98.8,17330.76,3,1
60,0,2,3,529,2,4,2,3,5,50488,18,25.43,11073.78,3,1
50,3,3,1,798,0,2,2,2,3,57466,29,63.03,7823.8,2,3
36,1,1,1,703,0,3,1,3,5,28637,3,10.39,19574.71,3,2
29,3,2,2,734,0,2,0,1,0,84685,13,83.19,2636.15,2,1
51,1,1,2,601,1,1,2,3,4,34142,14,14.4,5590.94,2,3
38,2,1,3,800,2,2,2,3,1,57698,20,3.84,11590.74,1,2
34,2,1,1,592,2,3,0,2,1,67898,17,2.33,600.56,2,3
80,1,3,1,670,0,3,1,3,2,39822,34,88.06,18329.14,2,1
29,3,3,2,520,2,2,1,2,1,41744,13,5.35,7399.85,1,1
47,2,2,2,571,0,2,0,3,1,26062,21,96.37,6250.9,2,3
52,1,2,1,637,2,1,0,1,4,34999,6,23.47,131.18,1,1
47,1,2,2,723,0,2,2,3,2,28582,10,66.2,13627.75,2,3
42,2,2,1,601,0,3,2,1,0,45024,6,42.66,19709.62,2,1
67,1,3,2,586,2,3,0,1,5,32667,5,59.63,1990.34,3,1
64,0,1,1,648,0,1,0,2,5,214,22,75.17,10887.94,1,1
71,0,2,2,471,2,2,2,3,5,7639,10,53.67,4360.86,3,1
20,3,1,3,543,0,1,0,2,4,-2136,14,11.39,2067.26,2,1
68,0,2,1,493,2,1,1,2,5,42593,30,34.62,15300.19,1,1
74,0,1,1,763,2,4,2,1,1,68511,31,98.29,9128.84,2,1
35,2,2,3,637,0,2,1,2,4,67814,24,81.28,8246.09,2,1
49,2,3,1,655,0,3,2,2,3,43782,8,66.48,11518.61,2,1
34,3,2,1,638,0,3,0,3,3,8977,22,71.91,7257.6,2,3
55,1,3,1,512,0,1,1,2,2,54646,25,0.12,17945,2,2
59,0,1,3,572,2,2,2,3,0,56955,11,77.33,18455.52,2,2
57,2,1,1,723,2,3,1,1,5,41959,37,27.69,3680.33,3,1
59,3,2,1,668,1,4,0,3,2,48297,33,9.4,8894.36,1,3
49,2,3,2,736,0,4,0,3,3,39441,34,3.97,12938.5,2,3
43,3,3,3,683,1,3,1,3,4,44165,19,18.57,7621.81,3,3
30,3,3,2,639,0,4,0,2,3,24466,23,18.56,2823.63,2,3
37,2,2,3,605,0,4,1,2,0,34954,26,73.42,4919.41,2,3
55,2,3,2,837,1,3,1,3,5,47070,15,7.32,4857.51,2,3
37,2,3,3,618,1,2,1,3,0,40960,3,50.43,11063.38,3,3
46,3,3,2,626,2,4,2,1,5,51794,36,78.45,17814.87,3,1
37,1,1,2,683,2,4,1,2,3,24639,35,15.46,12933.2,3,3
47,0,3,2,671,1,1,1,2,4,25752,30,29.73,13202.76,1,1
58,0,2,3,507,2,1,0,1,5,18625,29,24.52,5683.19,1,1
65,2,2,2,630,1,4,0,3,3,59844,19,2.15,771.25,2,3
25,1,3,1,708,0,1,1,2,5,70883,18,56.21,16301.53,2,1
56,3,1,3,526,2,1,2,2,4,36317,17,15.22,4657.91,1,1
27,1,3,2,769,1,3,1,3,1,28513,20,29.76,9279.95,2,3
34,1,3,1,544,1,3,1,3,5,19145,4,92.55,14559.14,3,3
80,1,3,1,462,2,4,1,1,2,47758,24,77.71,5066.44,2,3
35,3,3,3,517,2,4,1,2,4,67247,21,97.51,14600.88,3,1
57,1,3,2,771,2,1,0,3,0,30950,11,2.07,19324.24,1,2
68,1,3,3,751,1,4,1,3,4,46401,32,29.55,2618.34,3,3
59,1,1,1,857,2,4,2,1,3,42353,15,88.31,11133.27,2,1
72,1,2,1,638,0,2,1,1,1,9982,3,58.44,18078.39,2,3
28,3,1,1,605,1,2,2,3,3,50452,22,34.29,12749.8,1,3
66,1,1,3,751,1,3,1,2,1,38270,31,15.13,4881.03,2,2
61,2,2,1,748,2,3,1,2,4,37454,4,43.3,10869.5,1,2
19,1,1,2,474,2,4,2,1,0,1388,14,1.89,15336.02,3,1
36,3,2,2,633,1,2,2,2,1,32650,25,89.53,16513.64,2,3
30,2,2,1,638,2,2,0,3,3,35890,25,55.27,13058.21,3,3
30,3,3,3,478,0,1,2,2,3,60382,25,83.63,18369.12,2,3
48,2,3,2,624,2,1,1,1,3,25232,34,75.25,2140.29,3,1
47,3,3,1,559,2,3,1,3,3,24931,19,97.97,7500.86,3,3
68,0,1,1,674,2,1,0,3,2,36676,7,46.06,17341.91,1,2
39,1,1,2,733,2,1,1,2,2,54958,5,37.12,19847.6,1,2
47,0,1,3,578,2,3,1,2,5,17311,11,45.74,10322.15,3,1
27,3,2,1,674,1,3,2,3,1,52915,29,36.96,16260.21,2,3
33,2,2,1,621,1,3,0,3,0,26551,39,7.35,2074.79,1,3
22,1,2,2,623,2,2,1,1,0,50375,16,12.37,11173.98,1,1
53,0,1,3,817,2,2,2,3,1,31729,22,27.11,14486.56,1,1
67,0,1,3,605,0,3,0,3,5,31095,37,0.94,11031.46,1,3
50,2,1,1,670,2,3,0,2,2,37815,24,10.78,2634.56,1,1
33,0,1,2,606,2,3,2,3,3,135,30,11.17,2342.13,3,3
45,3,3,1,685,0,4,0,2,2,18503,16,54.78,10205.25,2,3
66,1,2,1,891,0,4,0,3,1,48920,31,25.53,8257.11,2,3
29,1,2,1,563,1,1,1,1,4,13413,26,90.1,19114.1,2,2
70,2,2,1,548,0,1,1,2,4,64341,30,78.12,16550.96,2,2
45,3,3,2,615,1,3,0,2,2,53076,4,97.25,16786.43,3,1
19,3,1,3,565,2,3,0,3,4,51139,5,3.95,9029.49,3,3
67,3,3,1,626,2,1,0,1,4,40664,16,72.42,11569.11,2,1
29,0,3,3,502,1,1,1,2,3,51865,3,6.44,11999.7,2,1
64,1,2,2,657,2,3,1,3,5,61449,34,81.97,1314.04,3,2
68,1,3,2,455,1,3,1,2,5,42089,29,60.95,14787.82,1,3
70,0,3,2,568,2,1,2,2,4,25853,33,91.26,7079.39,3,1
23,0,3,3,626,0,3,2,2,3,22775,39,5.77,5800.46,2,3
33,0,1,2,534,2,3,0,2,1,31695,17,37.29,645.07,1,1
75,0,1,3,679,0,2,2,1,2,39023,29,92.51,14432.29,2,2
32,1,2,1,543,1,3,0,1,3,35435,27,14.68,2149.91,2,3
36,0,1,1,640,0,4,2,3,1,63034,38,73.12,15044.06,2,3
76,3,3,2,677,2,4,1,3,3,55120,20,88.46,13046.89,3,1
20,1,2,1,566,0,2,1,1,3,72948,10,48.03,12736.99,2,1
63,2,2,2,569,1,2,2,3,2,37575,2,32.97,2751.52,2,1
50,1,3,2,750,0,3,1,1,1,29608,33,25.13,6296.69,3,3
73,3,2,3,597,2,3,1,1,0,45377,36,93.89,18197.2,3,1
50,3,2,1,755,1,1,1,2,3,48860,29,26.01,17267.15,1,1
65,2,1,3,552,0,4,0,3,3,47596,11,8.88,5719.68,2,3
28,1,2,2,511,2,3,1,1,2,41233,39,60,10523.33,3,1
53,1,3,2,712,2,4,0,1,2,48377,34,35.62,170.43,3,3
73,0,2,1,656,2,3,0,3,0,60133,36,54.04,18353.89,2,2
61,1,3,1,658,2,4,1,2,1,44950,13,38.1,2793.77,2,3
62,1,3,2,519,2,4,0,3,3,6718,23,93.22,7181.66,3,3
27,1,3,2,789,1,3,1,1,2,28483,34,26.72,969.9,3,3
59,0,3,3,652,2,1,1,2,4,36740,13,27.67,1541.98,1,1
41,1,1,2,653,1,3,1,3,4,44269,27,5.86,5455.38,1,3
45,1,1,2,568,0,1,2,3,3,55662,9,78.63,14029.43,2,1
56,1,2,2,400,0,4,1,2,2,43064,35,92.48,18068.61,2,1
35,2,1,1,571,2,2,0,2,0,32506,37,58.28,19318.61,2,3
34,0,3,1,597,2,1,2,3,0,1050,20,34.89,11847.24,3,3
37,2,3,2,685,0,1,2,2,3,70963,40,41.66,11255.23,2,3
76,0,3,3,594,0,2,2,3,1,49822,23,77.77,6585.47,2,3
26,0,2,2,769,1,1,0,2,1,50482,28,49.77,3869.29,1,1
70,0,2,1,643,0,2,0,1,5,36912,10,6.08,13617.74,1,1
28,2,1,3,689,2,3,1,2,4,49390,8,81.83,10796.59,3,2
61,3,1,3,701,0,1,2,1,2,39132,19,76.18,16036.31,2,2
25,0,3,3,677,1,4,0,1,1,38780,30,70.86,1134.53,3,1
67,2,2,2,672,1,2,0,2,5,50406,19,79.84,10152.19,3,2
22,1,1,2,756,1,3,1,1,1,30159,26,23.31,431.67,3,1
46,2,2,2,680,2,4,0,2,1,46861,1,90.99,4046.19,3,1
67,3,1,1,603,2,1,2,1,3,39677,15,19.9,19459.06,2,1
23,3,2,1,879,0,4,0,3,1,29502,39,39.51,11099.98,2,3
27,2,3,2,753,2,3,2,1,2,32967,30,74.68,16043.85,3,1
43,3,3,3,628,1,3,2,1,5,50447,23,92.49,6509.17,2,1
26,3,1,2,692,0,1,1,3,3,42984,14,21.35,4943.14,2,3
28,2,3,3,776,2,3,2,1,3,43948,39,10.38,418.4,3,1
72,0,2,3,624,2,3,2,1,2,51402,18,64.03,4674.87,3,1
23,2,3,1,762,1,2,2,2,2,44860,26,31.45,16714.36,1,1
49,0,1,3,722,2,3,2,1,4,19694,38,69.93,15092.59,1,1
29,2,2,1,574,0,3,1,2,4,43507,35,77.89,10794.26,2,1
36,1,3,3,481,0,1,1,3,1,41167,37,23.85,12940.96,2,3
44,3,1,3,757,0,3,2,2,3,59624,23,66.37,10385.48,2,2
73,2,3,1,922,2,2,2,2,3,44020,2,96.57,8221.77,2,1
49,1,1,1,801,2,1,0,1,0,40431,0,79.53,2183.41,1,1
44,0,1,2,665,0,3,2,3,5,54949,30,85.84,19507.07,3,2
47,0,1,3,691,1,2,2,3,3,41919,23,61.25,4138.6,2,2
72,2,3,2,935,1,2,2,2,3,15880,4,53.23,11393.57,2,1
21,2,1,1,832,0,4,2,3,4,14545,19,65.52,17406.9,2,3
41,0,2,3,696,2,2,1,2,5,42249,18,1.68,9375.85,3,1
45,0,2,2,669,1,4,0,2,2,67550,34,76.41,650.14,2,1
20,1,1,3,760,2,1,1,3,5,12747,24,65.68,1103.57,2,1
63,2,3,3,777,0,1,1,1,3,18017,0,85.62,18853.66,2,1
57,2,2,1,660,1,1,2,2,3,28237,13,15.74,5883.8,1,1
23,3,1,2,528,1,4,2,2,1,51278,3,64.16,13252.69,2,1
53,3,2,3,624,0,4,0,3,1,19628,22,15.01,12539.81,2,3
72,0,1,1,354,0,4,2,3,3,30169,34,48.29,4613.55,2,3
59,1,2,2,606,0,3,0,2,3,38797,38,98.5,10882.61,2,2
65,1,2,1,588,2,4,0,3,0,20916,13,69.65,10388.48,2,3
76,0,1,2,652,2,1,2,3,5,46369,4,81.66,7026.95,1,2
73,1,3,3,460,2,2,0,2,1,58325,17,9.72,14132.55,2,1
47,0,3,1,482,0,1,0,1,2,62682,13,15.31,13743.35,2,3
65,3,1,3,745,0,1,0,2,0,34602,34,9.67,14855.97,1,2
69,0,2,2,612,0,3,0,3,1,40649,37,20.11,16740.22,3,3
27,2,2,2,709,2,4,0,3,2,52036,25,63.17,10104.5,3,3
42,0,2,1,732,2,4,2,1,0,49696,32,99.43,19192.13,3,1
55,0,1,2,845,0,1,0,2,2,54860,7,72.18,18926.72,1,2
68,2,1,2,588,2,4,2,1,2,17222,7,74.36,3153.1,3,1
53,1,2,2,663,2,1,2,3,1,59241,20,7.5,12662.68,3,3
58,2,3,1,942,2,3,1,2,1,52759,17,21.55,14875.21,2,1
42,3,1,2,696,1,1,2,2,1,38529,11,46.91,1616.42,1,1
21,0,2,1,812,1,3,0,3,4,46887,29,40.58,7697.34,2,3
32,1,3,1,756,0,2,2,2,5,43592,20,46.16,19778.42,2,3
69,0,2,2,570,0,2,1,2,5,42618,37,12.9,6072.86,1,3
39,3,3,1,705,0,1,2,2,3,42620,30,88.73,17116.81,2,1
70,0,3,2,497,0,3,2,3,3,27735,13,66.76,13293.76,2,3
66,2,1,3,822,0,1,0,3,1,52013,18,17.83,12602,1,2
41,2,2,1,673,2,1,2,3,2,42237,35,67.46,8073.14,1,2
56,3,2,3,588,0,2,1,3,4,31838,38,30.88,10442.36,2,3
64,0,1,1,604,1,4,1,3,0,-3247,26,17.91,7340.93,3,3
77,0,3,1,836,1,2,0,1,5,39603,18,19.19,10600.04,2,1
80,2,1,1,683,2,3,2,1,4,42546,5,94.7,5137.59,2,1
54,0,2,1,864,0,1,1,3,3,60011,14,72.25,16629.14,1,2
63,3,3,1,572,0,4,2,1,1,15385,27,10.37,15570.75,2,1
71,3,2,2,752,0,2,1,2,5,36574,36,92.7,1514.42,2,3
64,3,1,2,541,2,3,2,1,3,62127,10,59.13,10996.17,1,1
32,2,2,3,621,1,3,2,1,5,45640,9,95.72,12518.03,3,1
33,1,1,2,786,2,2,1,1,4,40501,0,95.35,4461.76,2,1
36,2,1,3,718,1,2,0,1,2,47288,35,39.97,2868.16,3,1
25,3,2,2,691,1,3,1,3,3,47436,35,82.96,7874.23,2,3
48,3,2,1,791,0,3,1,3,1,71596,26,50.07,13800.06,1,2
75,0,3,2,818,1,1,1,2,4,43019,38,78.68,17705.38,2,1
54,1,1,1,683,0,4,0,2,5,48218,14,3.59,6295.34,2,1
56,1,1,3,659,0,1,1,2,5,20502,39,94.75,3388.37,1,2
69,3,1,2,625,1,1,1,3,2,43890,14,72.31,13902.4,2,2
65,2,1,3,660,2,1,1,1,2,12984,34,52.74,4870.09,1,3
77,1,3,2,612,1,2,0,2,3,54683,17,18.33,5202.59,2,3
79,0,1,2,510,2,2,1,2,1,44265,1,39.67,8617.61,2,2
33,1,1,3,616,2,4,2,1,2,50068,19,97.03,15828.41,2,2
26,3,1,2,582,2,1,0,2,1,45627,37,31.42,2028.99,1,1
28,0,2,2,646,2,2,2,2,2,34139,21,99.44,11969.88,1,1
60,2,1,1,581,0,2,1,1,5,81342,10,58.15,11293.78,2,2
68,3,1,2,548,1,2,0,2,0,54057,30,13.34,15325.26,1,2
47,2,3,3,608,0,4,0,1,4,49430,29,3.81,2960.36,2,3
78,1,2,1,689,2,2,1,3,0,42959,24,19.99,13870.98,2,2
27,3,1,3,609,0,1,1,3,5,54951,28,85.54,12009.22,2,2
72,3,2,3,508,1,3,0,1,0,41726,12,99.6,15051.98,3,1
78,2,3,3,724,1,1,2,1,1,52518,33,30.31,16412.31,3,1
51,2,1,3,553,2,2,0,3,0,31185,17,23.11,19411.11,1,2
74,1,2,1,423,2,3,2,2,0,36473,2,9.94,9084.51,2,3
79,3,3,3,637,1,4,2,3,3,34853,32,96.42,2000.93,3,3
55,0,2,3,626,2,4,2,2,2,41894,12,32.17,2501.93,3,1
37,2,3,2,649,1,4,0,1,0,52962,16,53.29,69.81,3,1
80,2,2,1,339,2,2,0,1,4,1845,21,93.67,11493.67,2,1
63,3,2,2,571,2,2,0,2,1,21557,27,89.78,6262.36,2,1
31,0,3,1,369,2,3,2,2,3,50626,35,82.51,5007.91,2,3
23,0,2,3,554,2,2,1,2,5,22254,28,24.16,13829.49,1,1
35,3,1,2,697,0,1,1,1,5,45296,8,33.93,6982.74,2,1
19,1,3,2,767,0,2,0,2,4,9777,38,69.36,5081.3,2,1
73,0,2,1,676,0,2,0,3,3,3441,22,48.04,10313.12,1,1
25,1,2,3,570,0,1,2,3,3,27276,38,40.58,8356.07,2,3
28,1,2,3,685,1,4,1,1,2,28121,13,88.19,1827.67,3,1
38,3,2,1,669,2,4,2,1,4,39100,26,25.06,7632.7,3,1
74,0,1,1,679,2,2,2,1,3,36123,0,16.56,14412.29,2,1
24,3,3,2,517,2,3,2,1,2,42895,12,90.83,14476.11,2,1
68,0,1,2,570,1,1,0,3,4,37887,24,30.59,4187.2,1,1
40,0,3,2,626,2,3,0,2,1,52027,23,89.73,9531.57,3,3
25,3,3,1,691,1,2,2,2,5,53831,22,57.22,3405.72,3,3
76,3,2,1,738,0,4,1,2,0,44840,33,48.34,5412.29,2,3
27,3,1,3,417,1,4,1,3,4,31567,28,88.04,13764.09,3,3
54,3,2,3,688,0,1,2,3,3,46182,10,61.15,3373.95,2,1
34,0,1,2,607,0,3,0,2,5,60128,8,35.58,7814.17,3,1
72,3,1,2,592,1,1,1,2,0,34896,8,72.12,9566.92,2,2
23,0,2,3,600,1,3,2,2,1,37218,17,32.64,17904.81,3,2
57,3,1,3,645,0,2,0,3,3,41723,32,30.69,14870,2,3
69,0,2,1,634,1,2,0,2,4,45312,6,74.23,652.81,2,1
23,2,1,3,653,2,3,1,2,2,36126,36,2.8,19639.95,1,2
64,3,3,1,797,0,1,2,2,3,50942,36,0.8,2907.95,2,1
45,2,1,3,637,1,2,1,2,1,54547,5,18.81,7026.99,2,2
49,3,3,1,668,2,4,2,2,4,4832,13,73.28,14334.54,2,1
66,2,2,3,582,2,2,1,2,1,35137,12,61.6,11162.77,3,1
52,1,3,3,754,1,1,0,2,0,49437,24,57.54,18808.62,1,2
45,0,3,2,575,0,3,1,3,1,22312,2,82.42,6567.99,2,3
64,1,3,3,647,1,1,1,3,1,29493,13,96.68,777.27,2,1
37,0,1,3,581,1,4,2,2,3,49046,3,27.1,19287.07,3,2
18,2,3,1,738,2,3,0,1,5,31192,0,97.2,16163.63,3,1
22,1,2,3,676,0,2,2,3,0,48227,27,28.34,17259.86,2,3
28,2,3,3,873,1,1,0,3,5,34688,28,7.43,16209.11,2,3
64,2,2,3,588,1,1,2,3,1,37000,37,42.96,15637.97,2,3
37,1,2,1,763,2,4,1,2,1,37515,0,46.85,1689.51,2,1
19,1,3,1,588,1,4,2,3,2,12066,32,59.93,5884.04,3,3
79,0,3,2,566,1,3,2,1,5,31702,6,37.67,18356.53,2,1
65,2,3,1,582,0,4,0,3,1,40379,20,23.52,11723.05,2,3
80,2,2,1,563,2,3,2,2,1,40693,28,73.92,18946.98,2,1
79,3,1,2,595,1,3,2,3,0,50159,18,94.78,6908.64,3,3
72,1,1,1,691,2,2,2,3,5,46111,29,93.31,18841.57,1,3
68,1,2,2,548,1,3,2,3,3,31403,25,1.79,12833.14,3,3
27,3,3,2,704,1,3,2,3,4,42928,40,30.52,7756.95,3,3
68,0,2,1,569,1,3,2,1,4,34705,2,31.82,10000.81,2,1
76,1,3,2,764,2,3,0,1,3,35753,11,25.31,649.66,3,3
66,2,3,1,619,1,1,1,3,5,45273,3,99.47,2564.66,2,1
24,1,3,2,628,1,2,0,1,4,64185,31,68.69,10280.73,2,1
78,3,2,2,819,0,4,2,2,5,21243,19,33.71,6422.26,3,3
55,0,1,1,762,1,3,0,2,0,29812,31,65.71,6192.99,2,1
61,0,2,1,732,1,1,0,1,5,14171,27,22.51,7017.97,2,1
53,2,3,2,521,2,1,2,3,1,51622,12,57.47,15139.68,3,3
70,2,1,2,784,2,4,0,1,3,36691,15,99.02,3270.02,3,1
40,2,1,3,726,1,2,1,3,4,21939,5,85.15,4658.81,2,1
68,3,3,1,526,2,4,0,1,1,65290,34,55.78,15736.83,2,1
51,3,2,2,526,2,3,0,3,1,45024,2,51.13,18461.85,3,2
41,0,1,3,798,2,3,2,1,4,51842,19,81.51,4150.26,2,1
21,2,1,2,788,1,3,1,3,5,46234,12,18.96,983.66,3,1
71,2,2,3,688,0,2,2,1,2,32325,25,63.92,16735.01,2,2
46,0,2,1,686,1,4,0,3,2,44365,35,56.7,8123.86,2,3
75,0,1,1,811,0,1,1,3,4,56473,31,47.49,14001.35,1,2
40,0,1,3,498,2,4,1,1,5,46005,9,3.38,4385.68,3,1
76,3,3,2,650,1,2,1,1,0,27565,8,17.45,8043.05,2,3
28,0,2,3,634,1,4,1,1,5,60363,33,39.09,15320.81,2,2
71,1,1,1,695,2,1,2,2,1,32238,22,24.15,1033.24,1,1
50,3,2,2,605,2,4,2,2,4,55201,16,90.35,5337.85,3,1
71,0,2,3,704,2,4,1,1,2,17577,3,59.13,19707.41,3,2
73,3,2,3,648,2,4,2,2,2,43527,16,42.82,54.6,3,1
68,0,2,2,607,1,1,1,3,4,50144,36,81.98,19571.54,2,3
67,2,1,2,825,1,4,0,3,1,37419,10,8.24,18521.5,1,3
76,1,1,1,486,2,4,2,1,2,40343,30,34.83,13420.97,3,1
65,3,3,1,648,1,4,1,1,4,21429,10,54.24,5373.32,2,1
20,1,1,3,555,1,3,1,2,2,40032,35,47.86,17924.88,3,2
50,2,1,2,598,1,1,1,3,1,40125,30,73.4,12839.67,1,2
47,0,3,1,765,1,3,0,1,0,24330,27,40.53,5839.89,3,1
51,1,1,3,804,1,4,0,3,2,35008,12,46.82,656.96,2,3
19,3,1,2,527,0,3,0,2,1,64017,4,74.26,17388.95,2,2
57,2,3,1,707,0,2,2,1,5,10421,8,97.87,3884.59,2,1
75,3,3,2,434,1,4,0,3,4,13784,34,73.26,10519.07,3,3
37,1,1,1,370,1,4,0,1,1,61755,0,3.52,11916.16,2,1
31,0,1,3,554,1,3,0,1,4,30221,23,88.52,15539.66,3,2
42,1,3,1,667,2,3,0,2,3,60117,13,9.73,9734.05,2,1
62,0,2,2,538,0,1,0,3,2,84422,9,99.7,15364.83,2,2
24,1,3,1,630,0,3,0,2,2,44463,12,51.97,17620.22,2,3
57,0,3,3,470,1,4,0,2,0,20848,3,62.09,9233.41,2,1
78,1,2,2,798,0,2,1,3,5,45148,18,44.15,19404.15,2,3
52,0,1,1,465,0,4,1,1,0,54710,3,62.85,4433.27,2,1
48,1,2,1,579,0,1,2,3,3,42704,33,57.27,18788.5,2,3
39,3,3,1,605,2,4,1,3,3,49408,20,99.21,8034,3,3
33,1,3,2,554,0,1,2,3,4,52937,25,47.61,14056.04,2,3
76,0,3,2,605,1,4,1,2,0,22046,23,37.12,2170.86,2,1
39,2,2,2,588,1,2,1,3,4,36469,4,23.02,17227.24,3,3
46,3,1,3,620,0,2,0,2,1,43552,0,43.72,18022.01,2,2
73,3,3,1,485,2,1,1,1,3,36217,36,30.94,12970.59,2,1
50,3,2,2,704,0,3,2,1,0,62719,22,34.17,10073.51,2,1
61,2,1,2,508,0,2,1,1,5,65664,2,23.18,5024.21,2,2
67,0,1,2,592,2,2,2,3,0,14581,31,44.2,578.74,1,1
70,1,2,3,752,0,3,2,2,3,27871,3,89.51,3057.79,3,1
48,0,2,2,611,2,3,1,3,5,42968,23,76.72,14290.27,3,3
63,1,3,3,642,1,4,1,3,2,43349,24,24.32,18010.01,3,2
25,3,1,1,629,0,4,2,1,1,47106,5,82.89,12628.47,2,1
41,3,2,1,632,1,3,0,3,3,44708,39,48.68,4768.89,1,3
77,1,2,3,793,0,2,0,1,3,27583,23,85.49,10679.78,1,2
47,2,1,2,844,1,4,2,3,3,29931,37,22.89,13347.32,1,2
40,3,1,1,542,2,3,0,2,5,34425,36,73.8,16431.36,3,3
54,2,3,1,685,2,3,2,1,0,55914,26,70.82,801.57,1,1
49,0,2,1,592,2,1,0,1,2,53379,31,36.97,12131.16,3,1
34,3,3,1,603,2,1,1,2,0,76345,22,79.51,2956.63,1,1
43,2,1,1,609,1,1,1,3,0,28355,30,78.08,4711.54,1,2
76,2,2,2,523,2,2,2,1,1,36695,34,9.28,16755.06,2,1
74,0,1,2,648,2,3,0,3,3,79737,6,2.35,16233.84,2,2
74,1,3,1,699,2,3,0,3,5,39766,2,31.45,16529.35,1,3
60,2,1,2,702,0,4,2,2,1,62708,26,92.55,4881.1,3,3
40,2,1,3,560,1,3,0,3,0,44545,35,91.22,12491.2,2,2
43,2,2,3,724,0,2,0,3,0,34610,6,37.19,3747.34,2,3
53,2,3,1,491,0,3,1,2,0,49235,37,57.52,1086.93,2,1
62,0,1,1,501,1,4,1,1,4,53556,3,35.63,4486.76,2,1
25,3,1,2,748,0,4,1,3,1,34183,19,92.24,17118.27,2,3
